Intersection,All_Motorized_Vehicles_AADT_24Hour_Volume,Percent_Trucks,Pedestrians_Not_Factored,Bicycles_Not_Factored,Date_Collected,X,Y,LAT,LONG,FID
UPPER DWYER HILL RD @ MCARTON RD,3031,0.0811,2,14,1.55616E+12,340117.4875,5007541.438,45.20695342,-76.05040851,401
UPPER DWYER HILL RD @ VAUGHAN SIDE RD,1068,0.0767,1,0,1.55478E+12,331999.4342,5016530.526,45.2882033,-76.15325733,402
VAAN DR @ WOODROFFE AVE,26929,0.0204,13,128,1.57068E+12,363976.6906,5020575.486,45.32263476,-75.74514923,403
VANIER PKWY/CRICHTON ST @ BEECHWOOD AVE/ST. PA,43855,0.0278,923,115,1.55314E+12,369127.797,5033487.134,45.43835674,-75.67776657,404
VICTORIA ST @ YORKS CORNERS RD,4416,0.0516,1,1,1.57423E+12,388823.8279,5013265.411,45.25433039,-75.42948758,405
VIEWMOUNT DR @ MERIVALE RD,39225,0.0361,1049,36,1.5699E+12,365193.6971,5022948.495,45.34388317,-75.72933708,406
WALDEN DR @ KANATA AVE,7383,0.0519,116,5,1.55487E+12,350014.6581,5020576.689,45.32368375,-75.92323667,407
WALKLEY RD @ 158 E OF HEATHERINGTON RD,16509,0.0431,257,3,1.54952E+12,371899.2843,5026869.813,45.37855644,-75.64324617,408
WALKLEY RD @ 160 W OF CONROY RD,40397,0.0383,58,2,1.54692E+12,372768.637,5027383.465,45.38309427,-75.63207644,409
WALKLEY RD @ WEXFORD WAY,18987,0.0222,38,10,1.57474E+12,369343.7151,5025362.528,45.36523443,-75.67607032,410
WEST HUNT CLUB RD @ WOODROFFE AVE,58117,0.0438,72,30,1.57172E+12,363670.691,5021246.489,45.32869813,-75.74897241,411
WOODRIDGE CRES @ TRANSITWAY LINK,5015,0.1173,263,2,1.57293E+12,358889.8079,5023215.225,45.34679763,-75.80974344,412
WOODROFFE AVE @ ALGONQUIN COLLEGE/TRANSITWAY S,41023,0.0293,1251,3,1.54813E+12,362823.6879,5023270.506,45.34698065,-75.75953958,413
145 N OF VIMY PLACE PRIV @ BOOTH ST,22251,0.0478,166,47,1.55193E+12,366233.5781,5031084.814,45.41700167,-75.71505636,414
MITCH OWENS RD/BRIDGE ST @ RIVER RD,24779,0.0608,13,0,1.57604E+12,369499.7073,5010770.4,45.23392273,-75.67598335,415
160 E OF CARSON RD @ DEN HAAG DR,3953,0.052,832,6,1.54882E+12,373181.1949,5033842.556,45.44116997,-75.62591283,416
MONTFORT ST @ PARK ST,1795,0.0484,177,78,1.56334E+12,370380.7103,5033553.589,45.43883828,-75.66174478,417
MONTREAL RD @ 46 E OF HILLSIDE DR/MONTREAL SQU,32390,0.0261,1356,7,1.54701E+12,371749.96,5033916.69,45.44197552,-75.64419552,418
250 N OF BRIAN COBURN BLVD @ TENTH LINE RD,21155,0.0218,43,1,1.54753E+12,384329.7656,5035258.569,45.45273066,-75.48319759,419
MONTREAL RD @ 46 E OF HILLSIDE DR/MONTREAL SQU,28652,0.0269,1341,97,1.56282E+12,371749.96,5033916.69,45.44197552,-75.64419552,420
4TH LINE RD @ DALMENY RD,2190,0.1047,0,0,1.57414E+12,380956.7462,5001210.337,45.14675887,-75.53154566,421
8TH LINE RD @ COOPER HILL RD,2730,0.0576,1,0,1.57423E+12,383963.7946,5014997.448,45.27047779,-75.4911213,422
MONTREAL RD @ BATHGATE DR/BURMA RD,27932,0.0295,350,6,1.54882E+12,373224.7224,5034516.592,45.44723033,-75.62526277,423
8TH LINE RD @ GLENWOOD DR,1700,0.0617,1,0,1.57431E+12,385888.111,5010030.948,45.22557312,-75.46741142,424
MONTREAL RD @ CARSON'S RD/CODD'S RD,29240,0.0322,745,6,1.54882E+12,372770.7184,5034398.581,45.44621282,-75.63108236,425
8TH LINE RD @ MARIONVILLE RD,1395,0.0601,0,0,1.57466E+12,389212.7774,5001817.315,45.15128165,-75.42647212,426
MONTREAL RD @ DEN HAAG DR/LANG'S RD,32055,0.0299,528,8,1.54882E+12,372386.718,5034221.584,45.44465753,-75.63601506,427
8TH LINE RD @ MITCH OWENS RD,8016,0.1002,0,0,1.57466E+12,382362.7959,5018774.472,45.3046397,-75.51093118,428
MONTREAL RD @ MONTFORT HOSPITAL,35383,0.0322,367,11,1.54882E+12,372222.4249,5034144.244,45.44397753,-75.63812563,429
8TH LINE RD @ VICTORIA ST,7881,0.0559,26,3,1.57431E+12,385452.7977,5011165.418,45.23583039,-75.47277,430
MONTREAL RD @ VANIER PKWY,51276,0.0227,1567,55,1.55357E+12,370072.7098,5033065.592,45.43447631,-75.66574594,431
9TH LINE RD @ COOPER HILL RD,615,0.1173,1,2,1.57423E+12,385680.8142,5016048.449,45.27973863,-75.46907156,432
MONTREAL RD/ST. JOSEPH BLVD @ OR174 IC109 RAMP,26766,0.0298,184,8,1.55608E+12,376474.0322,5035015.45,45.4513931,-75.58365635,433
9TH LINE RD @ MARVELVILLE RD,1864,0.1016,0,0,1.57405E+12,389436.8018,5006525.37,45.19361491,-75.42282526,434
MOODIE DR @ TRAIL RD,5188,0.2764,0,0,1.5712E+12,361131.6639,5010790.382,45.2348217,-75.78254763,435
ACRES RD @ BELMEADE RD,612,0.128,0,0,1.57466E+12,384615.7583,4999409.303,45.13014989,-75.48531013,436
MOUNTSHANNON DR @ WOODFORD WAY,4224,0.044,229,3,1.57474E+12,364843.6962,5017047.456,45.29081614,-75.7345182,437
ADELAIDE ST @ FIFTH AVE,2340,0.0364,254,175,1.55547E+12,368641.7089,5029545.562,45.40293643,-75.68448983,438
MUNSTER RD @ COLDSTREAM DR/DOGWOOD DR S,1390,0.1191,19,8,1.5566E+12,349152.5395,5002550.356,45.16153052,-75.93584114,439
ADMIRAL AVE @ SHILLINGTON AVE,3218,0.0575,283,23,1.57362E+12,365273.6976,5027075.544,45.38101078,-75.72781129,440
MUNSTER RD @ FALLOWFIELD RD,3322,0.0459,1,1,1.55616E+12,347098.5348,5004980.381,45.1835233,-75.96176071,441
AGES DR @ LEGACY RD,3205,0.2137,18,2,1.57068E+12,374601.7381,5027551.54,45.38442628,-75.60864775,442
MURPHY SIDE RD @ SECOND LINE RD,1654,0.0535,0,0,1.55478E+12,343968.5864,5027532.548,45.38663821,-75.99980676,443
AGES DR @ SWANSEA CRES,1406,0.2401,8,4,1.57068E+12,374134.8585,5027120.068,45.38059046,-75.61466958,444
NAVAN RD @ SPRING VALLEY DR,7783,0.0915,22,0,1.57544E+12,382064.79,5032681.95,45.42980242,-75.51255583,445
AIRPORT PKWY @ HUNT CLUB RD,48699,0.0435,52,2,1.55185E+12,371018.528,5023702.998,45.35014629,-75.6549152,446
NAVAN RD W @ MER BLEUE RD,8449,0.0905,5,0,1.55116E+12,384006.7766,5032255.544,45.42574875,-75.48780966,447
AIRPORT PKWY @ HUNT CLUB RD,51248,0.0444,131,13,1.57474E+12,371018.528,5023702.998,45.35014629,-75.6549152,448
NELSON ST @ SOMERSET ST,2107,0.0605,1815,133,1.57552E+12,369094.7066,5031761.576,45.42283388,-75.67841479,449
AKENHEAD CRES/BRUNSKILL WAY @ KEYROCK DR,1814,0.0542,95,39,1.56567E+12,349199.8841,5020221.469,45.32053939,-75.93366135,450
NIXON DR/ROGER STEVENS DR @ RIVER RD,10579,0.066,0,0,1.57371E+12,373169.7061,5002763.347,45.1615295,-75.63034567,451
ALBERT ST @ BANK ST,19513,0.0656,19893,167,1.57535E+12,367385.6961,5031423.574,45.41994762,-75.70029403,452
NORMAN ST @ PRESTON ST,14663,0.0375,1126,91,1.57474E+12,366716.708,5029193.558,45.3999421,-75.70912148,453
ALBERT ST @ BANK ST,12870,0.0741,19021,189,1.57466E+12,367385.6961,5031423.574,45.41994762,-75.70029403,454
NORTH BOWESVILLE RD @ UPLANDS DR,6506,0.0417,128,22,1.57474E+12,368300.7152,5022788.49,45.3421691,-75.68971394,455
ALBERT ST @ BOOTH ST,32578,0.0489,1839,253,1.57552E+12,366428.6932,5030626.567,45.41286133,-75.7126209,456
NOTRE DAME ST @ ORLEANS BLVD,13106,0.0143,106,76,1.56584E+12,380689.7398,5036866.579,45.46760302,-75.5294809,457
ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,27152,0.0509,4582,127,1.57535E+12,367850.7116,5031711.581,45.42249727,-75.69431589,458
O'CONNOR ST @ QUEEN ST,15339,0.0948,25500,114,1.57535E+12,367497.7001,5031585.579,45.42139527,-75.69884239,459
ALBERT ST @ KENT ST (OTTAWA),27126,0.0395,15625,96,1.57535E+12,367221.6948,5031319.574,45.41902651,-75.70240257,460
O'CONNOR ST @ SLATER ST,22966,0.05,16538,85,1.57535E+12,367579.7049,5031450.576,45.4201732,-75.69781183,461
ALBERT ST @ LYON ST,26551,0.0384,12023,134,1.57535E+12,367062.7002,5031219.584,45.418141,-75.70444657,462
O'CONNOR ST @ STRATHCONA AVE,3987,0.037,534,64,1.55176E+12,368377.7132,5030170.563,45.408584,-75.68778117,463
ALBERT ST @ LYON ST,19019,0.0433,12286,179,1.57466E+12,367062.7002,5031219.584,45.418141,-75.70444657,464
OGILVIE RD @ 185 E OF BATHGATE DR/185 E OF CIT,26444,0.0205,1006,12,1.54761E+12,373989.31,5032895.04,45.43256522,-75.61571745,465
ALBERT ST @ METCALFE ST,21224,0.0415,18325,93,1.57535E+12,367691.7005,5031613.582,45.42162981,-75.6963601,466
ALBERT ST @ O'CONNOR ST,21728,0.0491,18894,105,1.57535E+12,367538.7025,5031520.573,45.42080669,-75.69832678,467
OGILVIE RD @ BATHGATE DR/CITYPARK DR W,33455,0.0237,968,30,1.54701E+12,373828.7221,5032800.577,45.43173115,-75.61778286,468
ALBION RD @ 118 S OF BRENDA CR,3953,0.0322,93,2,1.57604E+12,371645.8051,5024871.801,45.36060328,-75.6467527,469
OGILVIE RD @ CITY PARK DR E/CSIS HQ ACCESS,28111,0.0316,2017,19,1.54701E+12,374188.7282,5033010.577,45.433585,-75.61315279,470
ALBION RD @ BANK ST,31209,0.0319,185,35,1.561E+12,371946.7279,5024129.499,45.35389555,-75.64301286,471
OLD COLONY RD @ ROTHESAY DR,1983,0.0504,106,3,1.55487E+12,353905.6168,5016797.452,45.28941599,-75.87398045,472
ALBION RD @ BRIDLE PATH DR,13033,0.0277,73,18,1.561E+12,372106.7288,5023740.502,45.35038014,-75.64102397,473
OLD MONTREAL RD @ 125M E OF KINSELLA DR,1439,0.0418,1,0,1.57414E+12,392542.7951,5042691.565,45.51862041,-75.37688362,474
ALBION RD @ CAHILL DR,7107,0.0367,313,58,1.57068E+12,371725.731,5024668.518,45.35876658,-75.64576013,475
OLD MONTREAL RD @ 125M E OF KINSELLA DR,1777,0.0304,1,2,1.55616E+12,392542.7951,5042691.565,45.51862041,-75.37688362,476
ALBION RD @ D'AOUST AVE,10952,0.0308,112,57,1.561E+12,372217.7347,5023470.516,45.34794024,-75.63964426,477
"OLD MONTREAL RD @ GRAND-CHENE, COUR DU CRT",7023,0.0252,4,4,1.56696E+12,385399.761,5039802.583,45.49349065,-75.46877431,478
ALBION RD @ HEATHERINGTON RD,5313,0.0669,302,28,1.55547E+12,371119.7267,5026146.534,45.37212286,-75.65329594,479
OLD MONTREAL RD @ QUIGLEY HILL RD,3011,0.0359,7,9,1.55616E+12,388772.7708,5041554.582,45.5088554,-75.42532629,480
ALBION RD @ LESTER RD,25168,0.0462,32,20,1.561E+12,372694.7432,5022332.496,45.33765472,-75.63371377,481
OLD MONTREAL RD E @ REGIONAL RD 174,19076,0.0389,0,1,1.55616E+12,394616.8121,5043035.555,45.52145106,-75.35027828,482
ALBION RD @ MITCH OWENS RD,18740,0.1143,3,0,1.5712E+12,375906.7541,5014804.449,45.26960206,-75.59381579,483
OLD PRESCOTT RD @ STAGECOACH RD,6486,0.0847,1,0,1.57595E+12,377778.7513,5009054.404,45.21767338,-75.57080602,484
ALDEA AVE @ CLEMENTINE BLVD,2229,0.0691,115,59,1.56567E+12,369487.7225,5027038.54,45.3803014,-75.67401269,485
OLD PRESCOTT RD @ STAGECOACH RD,4978,0.0969,0,0,1.57466E+12,377778.7513,5009054.404,45.21767338,-75.57080602,486
ALDERCREST DR/MALCOLM PL @ FIELDROW ST,2060,0.0231,84,2,1.57172E+12,364289.7061,5022950.496,45.34397842,-75.74087133,487
OLD SHIP RD @ FITZROY ST,371,0.0487,15,0,1.55426E+12,327334.5891,5037065.688,45.47315422,-76.21178736,488
ALGOMA RD @ COMSTOCK RD,3578,0.1845,23,12,1.5699E+12,373661.7266,5031107.563,45.41651474,-75.62015356,489
OR174 IC109 RAMP56 @ MONTREAL RD,32855,0.0278,13,8,1.55608E+12,376179.4848,5034879.207,45.45019741,-75.58744139,490
ALLBIRCH RD @ CONSTANCE BAY RD,3595,0.0497,8,0,1.57362E+12,337866.0759,5038297.027,45.48381482,-76.07701208,491
OR174 IC109 RAMP65 @ MONTREAL RD,23992,0.0369,185,13,1.55608E+12,376402.7255,5034982.597,45.45110482,-75.58457266,492
ALLEN BLVD @ MCARTHUR AVE,13555,0.0293,469,42,1.55297E+12,370750.7051,5032749.572,45.43156928,-75.65712371,493
OR174 IC109 RAMP66 @ MONTREAL RD,28813,0.0233,304,11,1.55608E+12,376297.7327,5034935.583,45.45069256,-75.58592164,494
ALTA VISTA DR @ CALEDON ST,14572,0.0278,218,57,1.5699E+12,370789.7197,5030420.557,45.41061009,-75.6569371,495
ORLEANS BLVD @ MAPLE RUN AVE/BEAUSEJOUR DR S,13488,0.0468,78,0,1.54692E+12,380572.7539,5035315.569,45.45366097,-75.5312158,496
ALTA VISTA DR @ CLUNY ST,15501,0.0267,59,42,1.5699E+12,370541.7257,5029824.559,45.40527088,-75.66018452,497
OSGOODE MAIN ST @ NIXON DR,4042,0.049,5,0,1.57371E+12,374401.7081,5000468.315,45.14075861,-75.61499628,498
ALTA VISTA DR @ HOSPITAL LINK RD,21425,0.0342,222,9,1.54692E+12,370468.3602,5029650.872,45.40371499,-75.66114475,499
OSGOODE MAIN ST @ STAGECOACH RD,4714,0.0664,0,0,1.57414E+12,378036.734,5002955.355,45.162769,-75.56841744,500
ALTA VISTA DR @ ROGER RD,15204,0.0234,70,63,1.5699E+12,370405.7192,5028878.548,45.39677178,-75.66204758,501
O'TOOLE RD @ WILHAVEN DR,1596,0.0287,13,33,1.55616E+12,388207.7692,5040477.568,45.49923345,-75.43273897,502
AMIENS ST @ TENTH LINE RD,31497,0.0213,192,8,1.54753E+12,383352.7279,5037568.225,45.47362139,-75.49531818,503
PAMILLA ST @ ROCHESTER ST,5144,0.0248,1165,32,1.57423E+12,366920.7054,5029197.559,45.39996002,-75.70651551,504
ANALDEA DR/ WHITE ALDER AVE @ BANK ST,22163,0.0521,96,0,1.57544E+12,375697.7499,5020813.489,45.32369031,-75.5956199,505
PAMILLA ST @ ROCHESTER ST,5254,0.0139,999,23,1.57544E+12,366920.7054,5029197.559,45.39996002,-75.70651551,506
ANDERSON RD @ EIGHTH LINE RD E,4934,0.0435,2,0,1.57483E+12,381298.28,5022969.89,45.34250432,-75.52385563,507
PANA RD @ YORKS CORNERS RD,905,0.0797,0,0,1.57423E+12,388102.8341,5015169.434,45.27154711,-75.43835259,508
ANDERSON RD @ LEITRIM RD,8275,0.053,0,0,1.55116E+12,380473.7741,5024908.505,45.36003621,-75.53407842,509
PARKDALE AVE @ GLADSTONE AVE,18362,0.0437,569,23,1.57552E+12,365216.7017,5029118.561,45.39939834,-75.72828887,510
ANDERSON RD @ NINTH LINE RD,3620,0.0483,1,0,1.57665E+12,382008.7863,5021090.476,45.3255167,-75.51508385,511
PARKDALE AVE @ SHERWOOD DR,17001,0.0276,388,8,1.55124E+12,365380.703,5028745.545,45.39602786,-75.72624006,512
PARKGLEN DR @ WOODROFFE AVE,31511,0.0276,128,29,1.57172E+12,362888.6879,5023126.513,45.34567963,-75.75872707,513
PARKWAY RD @ SALE BARN RD,2390,0.0442,0,1,1.57466E+12,379604.7642,5014728.442,45.26853457,-75.5467062,514
PARKWAY RD @ STAGECOACH RD,8130,0.0641,1,1,1.55185E+12,376230.7481,5012622.419,45.24993602,-75.59000103,515
PARKWAY RD @ YORKS CORNERS RD,1218,0.1009,1,0,1.57423E+12,386613.8146,5018952.46,45.30575884,-75.45670226,516
PERTH ST @ SHEA RD,15191,0.0325,7,21,1.56221E+12,357526.6124,5006972.343,45.20074517,-75.82886337,517
PHELAN RD @ RIDEAU VALLEY DR,2365,0.0374,0,0,1.57371E+12,372521.71,5005470.368,45.18594956,-75.63821985,518
PICKFORD DR @ SHATNER GT,2226,0.0559,127,2,1.55487E+12,353405.6202,5018725.458,45.30679939,-75.88016525,519
PINECREST RD @ BASELINE RD,31347,0.0205,90,51,1.56705E+12,360782.6858,5022694.501,45.34196364,-75.78564864,520
PINECREST RD @ RICHMOND RD,36493,0.0223,214,7,1.57492E+12,360072.6705,5024471.512,45.35800947,-75.79450927,521
PINECREST RD @ ST. STEPHEN'S ST,23610,0.0196,43,20,1.56705E+12,360225.6768,5024077.504,45.35445212,-75.79260065,522
PINECREST RD/HWY 417 PINECRE IC129R63 @ TRANSI,40855,0.0536,622,3,1.54813E+12,360388.0862,5023677.836,45.35084305,-75.79057291,523
PLACE D'ORLEANS @ CENTRUM BLVD/PLACE D'ORLEANS,10857,0.0305,223,1,1.54891E+12,381964.7403,5038137.592,45.47889881,-75.5129783,524
PLACE D'ORLEANS DR @ OR174 IC102 RAMP51/TRANSI,13921,0.0706,62,0,1.54891E+12,381391.7378,5038030.592,45.47799921,-75.52032323,525
PLACE D'ORLEANS DR @ PLACE D'ORLEANS SC N,14410,0.0219,363,2,1.54891E+12,381414.0212,5037940.052,45.47718216,-75.52005237,526
PLACE D'ORLEANS DR @ PLACE D'ORLEANS SC S,13186,0.0206,108,0,1.54891E+12,381501.1118,5037817.232,45.47606757,-75.51895776,527
PLACE D'ORLEANS DR W @ ST. JOSEPH BLVD,26259,0.0157,189,3,1.54891E+12,381601.903,5037684.13,45.47485895,-75.5176896,528
PLACE D'ORLEANS DR W @ ST. JOSEPH BLVD,23091,0.0196,303,38,1.56705E+12,381601.903,5037684.13,45.47485895,-75.5176896,529
PLEASANT PARK RD @ ST. LAURENT BLVD,20246,0.0286,290,21,1.55314E+12,373597.7279,5028795.55,45.39571865,-75.62129377,530
PORTOBELLO BLVD @ CAPREOL ST/MARTELLO DR,4002,0.0303,151,59,1.56152E+12,385688.7738,5035639.881,45.45600536,-75.46576254,531
PORTOBELLO BLVD @ SUMMER SKY ST,952,0.1377,56,2,1.55375E+12,385991.3189,5034920.799,45.44950067,-75.46201356,532
PORTOBELLO BLVD @ VALIN ST,13119,0.0295,255,124,1.55919E+12,385350.766,5037697.569,45.4745575,-75.46974637,533
PORTOBELLO BLVD @ VALIN ST,12655,0.0302,184,0,1.55116E+12,385350.766,5037697.569,45.4745575,-75.46974637,534
PORTOBELLO BLVD/SPRINGRIDGE DR S @ TRIM RD,19184,0.0336,79,3,1.54753E+12,385690.0811,5038071.501,45.47788254,-75.46534563,535
PRESLAND RD @ LOLA ST,8125,0.0321,399,134,1.57172E+12,371174.7182,5031862.576,45.42354837,-75.65182479,536
PRESLAND RD @ VANIER PKWY,45543,0.0188,288,243,1.57232E+12,370433.1219,5031751.637,45.42262016,-75.6613151,537
PRINCE CHARLES RD @ SAVILLE ROW,2926,0.0504,185,117,1.57189E+12,362066.6851,5026492.528,45.37603436,-75.76882581,538
PRINCE OF WALES DR @ HARTWELL LOCKS/548 N OF R,22122,0.0203,37,29,1.5477E+12,367016.6,5027301.97,45.38289549,-75.70552975,539
PRINCE OF WALES DR @ MELFA CRES N,18321,0.0323,110,206,1.56947E+12,367409.3921,5025381.367,45.36557938,-75.70075799,540
PRINCE OF WALES DR @ THIRD LINE RD,4015,0.0396,0,0,1.57128E+12,366929.6631,5001817.305,45.15359369,-75.70982797,541
QUEEN ELIZABETH DRWY @ LAKEVIEW TER,14492,0.003,113,20,1.57552E+12,367687.7083,5028562.557,45.39417799,-75.69680029,542
QUEEN ELIZABETH DRWY @ QUEEN ELIZABETH PL,16922,0.0025,141,38,1.57552E+12,368584.7048,5028843.545,45.39662509,-75.68530871,543
QUEEN ELIZABETH DRWY @ THIRD AVE,13863,0.0032,159,16,1.57474E+12,368813.32,5029825.873,45.4054429,-75.68226152,544
QUEEN ELIZABETH DRWY @ WAVERLEY ST,8463,0.0041,112,14,1.57431E+12,368874.7157,5031264.578,45.41838225,-75.68129028,545
QUEEN ST @ LYON ST,24117,0.0388,8492,178,1.57535E+12,367018.7037,5031287.581,45.41875673,-75.70500009,546
RAMSAYVILLE RD @ LOUISEIZE RD,7771,0.0264,0,0,1.57483E+12,379564.7681,5021850.489,45.33261947,-75.54614185,547
RAMSAYVILLE RD @ RUSSELL RD S,8292,0.0364,1,0,1.57483E+12,377831.755,5026129.523,45.37130246,-75.56761686,548
RENAUD RD @ NAVAN RD,14867,0.0638,64,12,1.57232E+12,381816.7611,5032736.549,45.43032102,-75.51571663,549
REVELSTOKE DR @ RIVERSIDE DR,28929,0.0227,50,0,1.54952E+12,368217.7123,5024423.518,45.35688822,-75.69056329,550
RICHARDSON SIDE RD @ SPRUCE RIDGE RD,1605,0.0684,0,2,1.55478E+12,343201.5257,5014397.45,45.2684861,-76.0106208,551
RICHARDSON SIDE RD @ WILLIAM MOONEY RD,3101,0.0497,0,3,1.55478E+12,345205.5538,5016241.458,45.28496699,-75.98493289,552
EDGECOMBE ST @ HASTINGS AVE,559,0.0261,125,6,1.55375E+12,372311.7242,5029381.546,45.40111637,-75.63763692,553
EDGEWORTH AVE @ GEORGINA DR,3381,0.0223,324,60,1.57172E+12,361314.6776,5025196.522,45.36443406,-75.77857485,554
ANDERSON RD @ RUSSELL RD,9979,0.0384,0,1,1.57483E+12,379787.7697,5026706.518,45.37628734,-75.54256063,555
EIGHTH LINE RD E @ HALL RD E,999,0.0574,0,0,1.57483E+12,385110.8059,5025152.498,45.36171564,-75.47485963,556
ANTARES DR N @ AURIGA DR N,7469,0.0492,42,14,1.57068E+12,366970.7067,5021994.503,45.33514408,-75.70678331,557
ANTOCHI LANE @ MANOTICK MAIN ST,7072,0.0737,15,1,1.5699E+12,369646.3459,5009135.392,45.21919755,-75.67432897,558
ANWATIN ST @ ARNOLD DR,1154,0.0469,38,0,1.55668E+12,357739.6499,5019568.469,45.3140716,-75.82480993,559
APOLYDOR AVE @ CLEMENTINE BLVD,2132,0.0769,117,70,1.56567E+12,369488.7206,5027195.545,45.38171399,-75.67397938,560
AQUAVIEW DR @ BRIAN COBURN BLVD,12717,0.0316,135,2,1.55116E+12,384776.3381,5035179.102,45.45196472,-75.47750191,561
ARCH ST @ PLEASANT PARK RD,5499,0.0322,244,143,1.57051E+12,372816.7276,5028632.554,45.39432838,-75.63129027,562
ARGYLE AVE @ QUEEN ELIZABETH DRWY,15177,0.0116,179,12,1.54882E+12,368693.7146,5030753.569,45.41380092,-75.68366902,563
ARGYLE AVE E @ METCALFE ST,12890,0.0144,555,20,1.57474E+12,368442.71,5030641.568,45.41281605,-75.68689009,564
ARKOSE ST @ BOUNDSTONE WAY,986,0.0748,59,11,1.5604E+12,348624.797,5019935.575,45.31800297,-75.94102177,565
ARLINGTON AVE @ BOOTH ST,12311,0.0138,252,67,1.57423E+12,366832.7041,5029703.568,45.40452075,-75.70757582,566
ARMSTRONG ST @ MERTON ST,2063,0.0151,531,297,1.56567E+12,365452.889,5029674.704,45.40438196,-75.7252039,567
ARMSTRONG ST @ PARKDALE AVE,11670,0.0451,926,46,1.57423E+12,365090.6921,5029404.559,45.40198255,-75.7298633,568
ASHLEY ST @ MORRISON DR,4710,0.0428,125,89,1.56705E+12,360215.6634,5023136.504,45.3459858,-75.79283389,569
ASHLEY ST @ MORRISON DR,4916,0.0393,79,10,1.55668E+12,360215.6634,5023136.504,45.3459858,-75.79283389,570
ASHTON STATION RD @ HIGHWAY 7,3527,0.0428,0,6,1.55616E+12,339963.4749,5003788.446,45.17318925,-76.05263367,571
ATHLONE AVE @ RICHMOND RD,11604,0.029,1890,396,1.56342E+12,363453.6895,5028441.556,45.39345668,-75.75088661,572
AUTUMN RIDGE DR E @ BEAUSEJOUR DR E,2505,0.032,85,37,1.56031E+12,380588.7474,5035850.581,45.45847285,-75.5309289,573
AUTUMN RIDGE DR W @ BEAUSEJOUR DR W,2051,0.0343,77,39,1.56031E+12,380429.7363,5035762.583,45.45769834,-75.53297533,574
AVEIA PRIV/DAIRY DR @ OLD MONTREAL RD,8470,0.0507,18,1,1.57544E+12,385062.7389,5039589.796,45.49161505,-75.4731204,575
AVENUE S @ TREMBLAY RD,2638,0.1186,93,23,1.5699E+12,371984.7196,5031368.568,45.41902618,-75.64154264,576
AVIATION PKWY @ OGILVIE RD,49207,0.0186,303,560,1.56031E+12,373110.7142,5032376.586,45.4279868,-75.62701705,577
AYLMER AVE @ BANK ST,22661,0.0301,1043,51,1.55193E+12,368673.7124,5028729.544,45.39559123,-75.68418674,578
AYLWIN RD @ FERRY RD,181,0.0909,0,0,1.55435E+12,328717.6012,5039117.696,45.49157287,-76.19399923,579
BADHAMS SIDE RD @ FERRY RD,59,0,0,0,1.55435E+12,327644.6104,5040262.727,45.50191218,-76.20767354,580
"BAIE-DES-CASTORS, DE LA RUE @ FAMILLE-LAPORTE, DE LA AVE",1353,0.0412,52,14,1.56403E+12,385257.1658,5040395.821,45.49884446,-75.47050117,581
BAIRD'S GRANT LANE @ DUNROBIN RD,1324,0.0545,1,0,1.55435E+12,334214.9479,5039817.774,45.49766229,-76.12362584,582
BANK ST @ CAMERON AVE,18300,0.0291,997,29,1.55193E+12,368943.714,5028262.548,45.39136467,-75.68079927,583
BANK ST @ CONROY RD,23450,0.044,6,4,1.55539E+12,375044.7501,5022238.499,45.33657763,-75.60374641,584
BANK ST @ CONROY RD,23121,0.0435,1,0,1.57483E+12,375044.7501,5022238.499,45.33657763,-75.60374641,585
BANK ST @ FLORA ST,15264,0.0416,2350,180,1.55539E+12,367976.7047,5030416.566,45.41083378,-75.69287209,586
BANK ST @ HUNT CLUB RD,51721,0.0433,675,22,1.55539E+12,371608.7365,5024096.506,45.35363097,-75.64733059,587
BANK ST @ HUNT CLUB RD,51629,0.0469,755,66,1.56031E+12,371608.7365,5024096.506,45.35363097,-75.64733059,588
BANK ST @ JOHNSTON RD,34717,0.0277,820,26,1.55539E+12,370851.7305,5024839.528,45.36038816,-75.6568918,589
BANK ST @ KINGSDALE AVE,16343,0.0441,120,8,1.55539E+12,373268.7437,5023500.519,45.34810838,-75.62622915,590
BANK ST @ LEITRIM RD,35693,0.05,11,0,1.57544E+12,375357.7542,5021619.497,45.3309767,-75.59984152,591
BANK ST @ MACLAREN ST,11038,0.0537,7717,262,1.55539E+12,367741.7101,5030845.568,45.41471497,-75.69581924,592
BANK ST @ MITCH OWENS RD,21282,0.1108,2,0,1.5604E+12,377758.7657,5015947.46,45.27969673,-75.57004887,593
BANK ST @ NOTTING HILL AVE,30343,0.0267,140,26,1.55539E+12,370409.8763,5025743.845,45.36856641,-75.66241111,594
BANK ST @ OSSINGTON AVE,16207,0.0298,717,163,1.55539E+12,368890.7174,5028320.554,45.39189144,-75.6814685,595
BANK ST @ POWELL AVE,17153,0.0433,1078,472,1.56031E+12,368173.7076,5029945.561,45.40657801,-75.69041604,596
BANK ST @ QUEEN ST,17068,0.085,20370,169,1.57535E+12,367343.704,5031489.58,45.42054528,-75.70082216,597
BANK ST @ RIDGEMONT AVE,28530,0.0279,98,28,1.55539E+12,370079.7209,5026627.531,45.37654836,-75.66650869,598
BANK ST @ RIVERDALE AVE,19544,0.0291,993,266,1.55539E+12,369077.5351,5028116.986,45.39004268,-75.67910933,599
